scenario	arm_set	metabolite_id	exchange_id	pairs	unanimous_ties	matched_supported	independent_supported	unanimous_positive	unanimous_negative	opposing_nonzero_signs	mixed_ties_one_direction	point_unanimous_nontied	point_unanimous_nontied_coverage	unanimous_ties_coverage	matched_supported_coverage	independent_supported_coverage
lower_task	five_power	core_050	EX_gln__L_e	1078	256	172	152	102	70	100	550	172	0.15955473098330242	0.23747680890538034	0.15955473098330242	0.14100185528756956
lower_task	five_power	core_051	EX_glu__L_e	1078	0	344	216	170	174	588	146	344	0.31910946196660483	0.0	0.31910946196660483	0.20037105751391465
lower_task	five_power	core_052	EX_gly_e	1078	33	125	98	55	70	243	677	125	0.11595547309833024	0.030612244897959183	0.11595547309833024	0.09090909090909091
lower_task	five_power	core_053	EX_glyald_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_056	EX_glyc3p_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_062	EX_hom__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_063	EX_hxan_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_064	EX_icit_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_067	EX_ins_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_069	EX_L2aadp_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_070	EX_lac__L_e	1078	0	546	220	213	333	527	5	546	0.5064935064935064	0.0	0.5064935064935064	0.20408163265306123
lower_task	five_power	core_072	EX_leu__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_073	EX_Lkynr_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_074	EX_lys__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_075	EX_mal__L_e	1078	3	711	610	432	279	278	86	711	0.6595547309833024	0.0027829313543599257	0.6595547309833024	0.5658627087198516
lower_task	five_power	core_076	EX_met__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_077	EX_nac_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_078	EX_ncam_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_080	EX_orn_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_081	EX_orot_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_085	EX_phe__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_088	EX_pro__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_091	EX_sbt__D_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_092	EX_ser__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_094	EX_sprm_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_095	EX_srtn_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_096	EX_succ_e	1078	0	323	171	181	142	646	109	323	0.29962894248608535	0.0	0.29962894248608535	0.15862708719851576
lower_task	five_power	core_098	EX_taur_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_099	EX_tchola_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_102	EX_thr__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_103	EX_thym_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_104	EX_thymd_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_110	EX_ump_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_111	EX_ura_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_112	EX_urate_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_113	EX_uri_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_114	EX_val__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	five_power	core_115	EX_xan_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_006	EX_4abut_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_016	EX_ala__L_e	1078	31	0	0	0	0	204	843	0	0.0	0.0287569573283859	0.0	0.0
lower_task	six_including_ordinal	core_018	EX_anth_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_024	EX_cala_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_026	EX_chol_e	1078	61	0	0	0	0	217	800	0	0.0	0.05658627087198516	0.0	0.0
lower_task	six_including_ordinal	core_027	EX_cholp_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_028	EX_cit_e	1078	105	0	0	0	0	312	661	0	0.0	0.09740259740259741	0.0	0.0
lower_task	six_including_ordinal	core_030	EX_cmp_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_032	EX_crn_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_035	EX_cytd_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_039	EX_dhap_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_041	EX_duri_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_044	EX_fum_e	1078	105	0	0	0	0	108	865	0	0.0	0.09740259740259741	0.0	0.0
lower_task	six_including_ordinal	core_049	EX_glcur_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_050	EX_gln__L_e	1078	0	104	37	48	56	445	529	104	0.09647495361781076	0.0	0.09647495361781076	0.03432282003710575
lower_task	six_including_ordinal	core_051	EX_glu__L_e	1078	0	135	0	68	67	699	244	135	0.12523191094619665	0.0	0.12523191094619665	0.0
lower_task	six_including_ordinal	core_052	EX_gly_e	1078	11	20	7	2	18	533	514	20	0.01855287569573284	0.01020408163265306	0.01855287569573284	0.006493506493506494
lower_task	six_including_ordinal	core_053	EX_glyald_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_056	EX_glyc3p_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_062	EX_hom__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_063	EX_hxan_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_064	EX_icit_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_067	EX_ins_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_069	EX_L2aadp_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_070	EX_lac__L_e	1078	0	392	0	169	223	683	3	392	0.36363636363636365	0.0	0.36363636363636365	0.0
lower_task	six_including_ordinal	core_072	EX_leu__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_073	EX_Lkynr_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_074	EX_lys__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_075	EX_mal__L_e	1078	3	0	0	0	0	278	797	0	0.0	0.0027829313543599257	0.0	0.0
lower_task	six_including_ordinal	core_076	EX_met__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_077	EX_nac_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_078	EX_ncam_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_080	EX_orn_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_081	EX_orot_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_085	EX_phe__L_e	1078	739	0	0	0	0	0	339	0	0.0	0.6855287569573284	0.0	0.0
lower_task	six_including_ordinal	core_088	EX_pro__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_091	EX_sbt__D_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_092	EX_ser__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_094	EX_sprm_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_095	EX_srtn_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_096	EX_succ_e	1078	0	70	0	50	20	695	313	70	0.06493506493506493	0.0	0.06493506493506493	0.0
lower_task	six_including_ordinal	core_098	EX_taur_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_099	EX_tchola_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_102	EX_thr__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_103	EX_thym_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_104	EX_thymd_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_110	EX_ump_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_111	EX_ura_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_112	EX_urate_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_113	EX_uri_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_114	EX_val__L_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
lower_task	six_including_ordinal	core_115	EX_xan_e	1078	1078	0	0	0	0	0	0	0	0.0	1.0	0.0	0.0
