reaction_id	gpr	supported_all_expression_contexts	missing_context_count	reason
PROSTGE1t	6578_AT1	True	0	complete measured GPR alternative
PROSTGE2t	28231_AT1 or 6578_AT1 or 28232_AT1 or 6579_AT1	True	0	complete measured GPR alternative
PIPLC	23236_AT2 or 5336_AT1 or 23007_AT1 or 113026_AT1 or 89869_AT1 or 84812_AT1 or 9651_AT1 or 5335_AT1 or 51196_AT1 or 257068_AT1 or 5332_AT2 or 5331_AT1 or 5335_AT2 or 5334_AT1 or 5332_AT1 or 5330_AT1 or 23236_AT1 or 5333_AT1	True	0	complete measured GPR alternative
PIPLCn	23236_AT2 or 23236_AT1	True	0	complete measured GPR alternative
PIter	2542_AT1	True	0	complete measured GPR alternative
PLA2_2	8398_AT1 or 5320_AT1 or 8398_AT2 or 50487_AT1 or 5321_AT1 or 81579_AT1 or 5322_AT1 or 64600_AT1 or 100137049_AT1 or 123745_AT1	True	0	complete measured GPR alternative
PLA2_2e	5322_AT1 or 5319_AT1 or 81579_AT1 or 64600_AT1 or 26279_AT1 or 5320_AT1 or 8399_AT1 or 30814_AT1	True	0	complete measured GPR alternative
PMI12346PH	117283_AT1 or 9807_AT2 or 9807_AT1	True	0	complete measured GPR alternative
PNTEH	(8876_AT1 and 8875_AT2 and 55350_AT3) or (8876_AT1 and 8875_AT2 and 55350_AT2) or (8876_AT1 and 8875_AT1 and 55350_AT1) or (8876_AT1 and 55350_AT2 and 8875_AT1) or (8875_AT2 and 8876_AT1 and 55350_AT1) or (8876_AT1 and 55350_AT3 and 8875_AT1)	True	0	complete measured GPR alternative
PPAer	2538_AT1 or 92579_AT1 or 57818_AT1	True	0	complete measured GPR alternative
PPAm	27068_AT4 or 27068_AT1 or 27068_AT3 or 27068_AT2	True	0	complete measured GPR alternative
PPAP	8612_AT1 or 8611_AT1 or 8613_AT1 or 8611_AT2	True	0	complete measured GPR alternative
PPDOy	8574_AT1 or 231_AT1 or 10327_AT2 or 10327_AT1	True	0	complete measured GPR alternative
PPOR	3242_AT1	True	0	complete measured GPR alternative
PPPGOm	5498_AT1	True	0	complete measured GPR alternative
PRASCSi	10606_AT1	True	0	complete measured GPR alternative
PRDXl	4353_AT1	True	0	complete measured GPR alternative
PRGNLONESULT	6822_AT1 or 6820_AT2 or 6818_AT1	True	0	complete measured GPR alternative
PROD2m	5625_AT1	False	59	no complete measured alternative in every retained context
PROSTGE2t2	6582_AT2 or 6582_AT1 or 6580_AT1	True	0	complete measured GPR alternative
PROSTGE2t3	10257_AT1	True	0	complete measured GPR alternative
PROt4	55089_AT1 or 81539_AT1 or 54407_AT1 or (340024_AT1 and 57393_AT1) or (340024_AT1 and 59272_AT1)	True	0	complete measured GPR alternative
PSFLIP	10396_AT1 or 57194_AT1	True	0	complete measured GPR alternative
PSFLIPm	10396_AT1 or 57194_AT1	True	0	complete measured GPR alternative
PTDCACRNCPT2	1376_AT1	True	0	complete measured GPR alternative
PTE4x	10965_AT1	False	59	no complete measured alternative in every retained context
PTRCOX1	26_AT1 or 314_AT1 or 8639_AT1 or 314_AT2	True	0	complete measured GPR alternative
PYDXK	8566_AT1	True	0	complete measured GPR alternative
PYDXPP	57026_AT1	False	59	no complete measured alternative in every retained context
PYNP2r	7378_AT2 or 151531_AT1 or 7378_AT1	True	0	complete measured GPR alternative
PYRt2p	6566_AT1 or 9194_AT1	True	0	complete measured GPR alternative
RAI3	2944_AT1 or 2944_AT2	True	0	complete measured GPR alternative
RBK_Dr	64080_AT1	True	0	complete measured GPR alternative
RDH1	5959_AT1 or 8608_AT1	True	0	complete measured GPR alternative
RDH1a	157506_AT1 or 112724_AT1 or 145226_AT1 or 51109_AT1 or 195814_AT1 or 57665_AT1 or 50700_AT1	True	0	complete measured GPR alternative
RDH2	5959_AT1	False	59	no complete measured alternative in every retained context
RDH2a	195814_AT1 or 112724_AT1 or 145226_AT1 or 51109_AT1 or 57665_AT1 or 50700_AT1	True	0	complete measured GPR alternative
RDH4	5959_AT1	False	59	no complete measured alternative in every retained context
RNMK	54981_AT1	True	0	complete measured GPR alternative
RTOTAL3CRNCPT2	1376_AT1	True	0	complete measured GPR alternative
S23Tg	6482_AT1 or 6482_AT2	True	0	complete measured GPR alternative
S2T1g	10090_AT1	True	0	complete measured GPR alternative
S2T3g	10090_AT1	True	0	complete measured GPR alternative
S2T4g	9653_AT1	True	0	complete measured GPR alternative
S2TASE1ly	3423_AT1 or 3423_AT2	True	0	complete measured GPR alternative
S2TASE2ly	3423_AT1 or 3423_AT2	True	0	complete measured GPR alternative
S2TASE3ly	3423_AT2 or 3423_AT1	True	0	complete measured GPR alternative
S4T2g	113189_AT1 or 50515_AT1 or 166012_AT1 or 55501_AT1	True	0	complete measured GPR alternative
S4T3g	113189_AT1 or 50515_AT1 or 166012_AT1 or 55501_AT1	True	0	complete measured GPR alternative
S4T6g	166012_AT1 or 113189_AT1 or 50515_AT1 or 55501_AT1	True	0	complete measured GPR alternative
S4TASE1ly	411_AT2 or 411_AT1	True	0	complete measured GPR alternative
S4TASE2ly	411_AT2 or 411_AT1	True	0	complete measured GPR alternative
S4TASE3ly	411_AT1 or 411_AT2	True	0	complete measured GPR alternative
S4TASE4ly	411_AT1 or 411_AT2	True	0	complete measured GPR alternative
S6T18g	8534_AT1 or 9469_AT1	True	0	complete measured GPR alternative
S6T1g	23563_AT2 or 9435_AT1 or 23563_AT1 or 10164_AT1 or 4166_AT1	True	0	complete measured GPR alternative
S6T20g	9469_AT1 or 56548_AT1	True	0	complete measured GPR alternative
S6T21g	9469_AT1 or 56548_AT1	True	0	complete measured GPR alternative
S6T24g	9469_AT1 or 56548_AT1	True	0	complete measured GPR alternative
S6T25g	266722_AT1 or 9394_AT1 or 90161_AT2 or 90161_AT1	True	0	complete measured GPR alternative
ST3GAL61g	10402_AT1	True	0	complete measured GPR alternative
S6T2g	23563_AT2 or 9435_AT1 or 23563_AT1 or 10164_AT1 or 4166_AT1	True	0	complete measured GPR alternative
S6T3g	8534_AT1 or 9469_AT1	True	0	complete measured GPR alternative
S6TASE11ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE14ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE15ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE16ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE17ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE1ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE21ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE24ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE25ly	5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1	False	59	no complete measured alternative in every retained context
S6TASE26ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE2ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE3ly	2799_AT1	True	0	complete measured GPR alternative
S6TASE5ly	5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1	False	59	no complete measured alternative in every retained context
S6TASE6ly	5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1	False	59	no complete measured alternative in every retained context
S6TASE8ly	5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1	False	59	no complete measured alternative in every retained context
SACCD3m	10157_AT1	True	0	complete measured GPR alternative
SADT	9060_AT1 or 9061_AT1	True	0	complete measured GPR alternative
SALMCOM	1312_AT1 or 118881_AT1 or 1312_AT2	True	0	complete measured GPR alternative
SALMCOM2	118881_AT1	False	59	no complete measured alternative in every retained context
SBPP3er	81537_AT1	True	0	complete measured GPR alternative
SBTD_D2	6652_AT1	True	0	complete measured GPR alternative
SBTR	8574_AT1 or 10327_AT1 or 231_AT1 or 10327_AT2	True	0	complete measured GPR alternative
SCP2x_1	6342_AT1	True	0	complete measured GPR alternative
SERASNNaEx	6510_AT1	True	0	complete measured GPR alternative
SERGLYexR	56301_AT1 and 6520_AT1	True	0	complete measured GPR alternative
SERLYSNaex	9056_AT1 and 6519_AT1	True	0	complete measured GPR alternative
SERTHRNaEx	6509_AT1 or 6510_AT1	True	0	complete measured GPR alternative
SERtN1	92745_AT1	False	59	no complete measured alternative in every retained context
SFGTHi	2098_AT1	True	0	complete measured GPR alternative
SGPL12r	8879_AT1	True	0	complete measured GPR alternative
SIAASE2ly	5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1	False	59	no complete measured alternative in every retained context
SIAASE4ly	5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1	False	59	no complete measured alternative in every retained context
SLCBK1	56848_AT1 or 8877_AT1	True	0	complete measured GPR alternative
SMPD3g	55512_AT1 or 55512_AT2 or 339221_AT1 or 55627_AT1	True	0	complete measured GPR alternative
SMS	259230_AT1	True	0	complete measured GPR alternative
SO4t4_2	26266_AT1	True	0	complete measured GPR alternative
SPHK21c	56848_AT1 or 8877_AT1	True	0	complete measured GPR alternative
SPODMe	6649_AT1	True	0	complete measured GPR alternative
SPR	6697_AT1	True	0	complete measured GPR alternative
SQLEr	6713_AT1	True	0	complete measured GPR alternative
SQLSr	2222_AT1	True	0	complete measured GPR alternative
SR5AR2r	6715_AT1 or 6716_AT1	True	0	complete measured GPR alternative
SR5ARr	6716_AT1 or 6715_AT1	True	0	complete measured GPR alternative
SRTNACT	15_AT1	True	0	complete measured GPR alternative
SRTNt6_2_r	6532_AT1	True	0	complete measured GPR alternative
SRTNtu	6580_AT1 or 6582_AT2 or 6582_AT1	True	0	complete measured GPR alternative
ST3GAL21g	6483_AT1	True	0	complete measured GPR alternative
ST3GAL22g	6483_AT1	True	0	complete measured GPR alternative
ST3GAL23g	6483_AT1	True	0	complete measured GPR alternative
ST3GAL31g	6487_AT6 or 6487_AT11 or 6487_AT5 or 6487_AT7 or 6487_AT9 or 6487_AT1 or 6487_AT8 or 6487_AT4 or 6487_AT3 or 6487_AT10 or 6487_AT2	False	59	no complete measured alternative in every retained context
ST6GALNAC21	10610_AT1	True	0	complete measured GPR alternative
ST6GALNAC22	10610_AT1	True	0	complete measured GPR alternative
ST6GALNAC23	10610_AT1	True	0	complete measured GPR alternative
ST6GALNAC26	10610_AT1	True	0	complete measured GPR alternative
ST6GALNAC27	10610_AT1	True	0	complete measured GPR alternative
ST6GALNAC28	10610_AT1	True	0	complete measured GPR alternative
ST6GALNAC31_1	256435_AT1 or 30815_AT1 or 81849_AT1	True	0	complete measured GPR alternative
ST6GALNAC62	30815_AT1	False	59	no complete measured alternative in every retained context
ST8SIA12	6489_AT1	True	0	complete measured GPR alternative
ST8SIA51g	29906_AT1	True	0	complete measured GPR alternative
ST8SIA52g	29906_AT1	True	0	complete measured GPR alternative
ST8SIA53g	29906_AT1	True	0	complete measured GPR alternative
ST8SIA56g	29906_AT1	True	0	complete measured GPR alternative
STRDNCCPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
STS1	412_AT1	True	0	complete measured GPR alternative
STS2	412_AT1	True	0	complete measured GPR alternative
STS2r	412_AT1	True	0	complete measured GPR alternative
SUCD1m	6389_AT1 and 6392_AT1 and 6391_AT1 and 6390_AT1	True	0	complete measured GPR alternative
SULFOX	6821_AT1	True	0	complete measured GPR alternative
TAURt4_2_r	6533_AT1	True	0	complete measured GPR alternative
TCHOLAt	28231_AT1 or 6579_AT1 or 28234_AT1 or 10599_AT1	True	0	complete measured GPR alternative
TETPENT3CPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
TETPENT6CPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
TETPENT6CRNt	788_AT1	True	0	complete measured GPR alternative
TETTET6CPT2	1376_AT1	True	0	complete measured GPR alternative
THD1m	23530_AT2 or 23530_AT1	True	0	complete measured GPR alternative
THMDt4	9154_AT1 or 9154_AT2 or 64078_AT1	True	0	complete measured GPR alternative
THMMPt4_1	6573_AT1 or 6573_AT2	True	0	complete measured GPR alternative
THMTP	79178_AT1	True	0	complete measured GPR alternative
THMTPt_1	6573_AT1 or 6573_AT2	True	0	complete measured GPR alternative
THRCYSNaEx	6509_AT1 or 6510_AT1	True	0	complete measured GPR alternative
THRGLNNaEx	6510_AT1	True	0	complete measured GPR alternative
THRGLYexR	56301_AT1 and 6520_AT1	True	0	complete measured GPR alternative
THRSERNaEx	6509_AT1 or 6510_AT1	True	0	complete measured GPR alternative
THYMDtl	55315_AT1	True	0	complete measured GPR alternative
THYMDtm	2030_AT1	True	0	complete measured GPR alternative
THYOXt	53919_AT1 or 6579_AT1 or 28231_AT1 or 10599_AT1	True	0	complete measured GPR alternative
THYPX	7173_AT4 or 7173_AT1 or 7173_AT3 or 7173_AT2 or 7173_AT5	True	0	complete measured GPR alternative
TMABADH	223_AT1	True	0	complete measured GPR alternative
TMDK1m	7084_AT1	True	0	complete measured GPR alternative
TMLYSOX	55217_AT1	True	0	complete measured GPR alternative
TMNDNCCPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
TMNDNCCRNt	788_AT1	True	0	complete measured GPR alternative
TRDR2	7296_AT1 or 7296_AT4 or 7296_AT2 or 7296_AT3	True	0	complete measured GPR alternative
TRIODTHYSULT	6817_AT4 or 6817_AT1 or 6817_AT3 or 6817_AT2 or 6817_AT5 or 6818_AT1	True	0	complete measured GPR alternative
TRPHYDRO2	7166_AT1 or 121278_AT1	True	0	complete measured GPR alternative
TRPO2	6999_AT1 or 169355_AT1 or 3620_AT1	True	0	complete measured GPR alternative
TRPt4	11254_AT1 or (340024_AT1 and 57393_AT1) or (340024_AT1 and 59272_AT1)	True	0	complete measured GPR alternative
TRYPTAOX	4129_AT1 or 26_AT1 or 4128_AT1 or 314_AT1 or 314_AT2	True	0	complete measured GPR alternative
TSTSTERONEGLCte	4363_AT1	True	0	complete measured GPR alternative
TSTSTERONESULT	6822_AT1 or 6822_AT1 or 6818_AT1	True	0	complete measured GPR alternative
TSULt4_3	6561_AT1	True	0	complete measured GPR alternative
TTDCAtr	11001_AT1	True	0	complete measured GPR alternative
TTDCPT2	1376_AT1	True	0	complete measured GPR alternative
TTDCRNt	788_AT1	True	0	complete measured GPR alternative
TYRASE	7306_AT1	True	0	complete measured GPR alternative
TYRDOPO	7299_AT1	True	0	complete measured GPR alternative
TYROXDAc	4128_AT1 or 4129_AT1	True	0	complete measured GPR alternative
UAG2EMA	10020_AT1	True	0	complete measured GPR alternative
UDPGALtg	7355_AT1	True	0	complete measured GPR alternative
UDPGD	7358_AT1	True	0	complete measured GPR alternative
UDPGLDCg	80146_AT1	True	0	complete measured GPR alternative
UDPGP	5167_AT1 or 5169_AT1 or 5168_AT1	True	0	complete measured GPR alternative
UDPXYLtg	84912_AT1	False	59	no complete measured alternative in every retained context
UGALGTg	(3906_AT1 and 2683_AT1) or 8704_AT2 or 8704_AT1	True	0	complete measured GPR alternative
UGCG	7357_AT1	True	0	complete measured GPR alternative
UGT1A10r_1	54576_AT1	False	59	no complete measured alternative in every retained context
UGT1A1r	54575_AT1 or 54576_AT1	False	59	no complete measured alternative in every retained context
UGT1A2r	54575_AT1 or 54576_AT1 or 54578_AT1 or 54579_AT1 or 54600_AT1 or 54658_AT1 or 54659_AT1 or 54577_AT1 or 54657_AT1	False	59	no complete measured alternative in every retained context
UGT1A4r	54575_AT1 or 54490_AT1 or 54576_AT1	True	0	complete measured GPR alternative
UGT1A6r	54575_AT1 or 54576_AT1	False	59	no complete measured alternative in every retained context
UGT1A8r	7363_AT1 or 54575_AT1 or 54490_AT1 or 54576_AT1	True	0	complete measured GPR alternative
UGT1A9r	54490_AT1	True	0	complete measured GPR alternative
UMPK3	51727_AT1	True	0	complete measured GPR alternative
UMPK4	51727_AT1	True	0	complete measured GPR alternative
UMPK4n	51727_AT1	True	0	complete measured GPR alternative
UMPK5	51727_AT1	True	0	complete measured GPR alternative
UMPK6n	51727_AT1	True	0	complete measured GPR alternative
UMPK7	51727_AT1	True	0	complete measured GPR alternative
UMPK7n	51727_AT1	True	0	complete measured GPR alternative
UMPKn	51727_AT1	True	0	complete measured GPR alternative
UREAt5	6523_AT1	True	0	complete measured GPR alternative
UREAtm	366_AT1	True	0	complete measured GPR alternative
URIt	3177_AT1 or 2030_AT1	True	0	complete measured GPR alternative
VLCS2p	11001_AT1 or 10998_AT1	True	0	complete measured GPR alternative
VLCSp	11001_AT1	True	0	complete measured GPR alternative
XAOx	7498_AT1	True	0	complete measured GPR alternative
XYLK	9942_AT1	True	0	complete measured GPR alternative
XYLTer	64131_AT1 or 64132_AT1	True	0	complete measured GPR alternative
XYLUR	51181_AT1	True	0	complete measured GPR alternative
r0009	64077_AT1 or 27068_AT1 or 5464_AT1	True	0	complete measured GPR alternative
r0013	3074_AT1 and 10724_AT1 and 3073_AT1	True	0	complete measured GPR alternative
r0016	1356_AT1 or (2512_AT1 and 2495_AT1 and 1356_AT1) or 94033_AT1	True	0	complete measured GPR alternative
GDR	2936_AT1	True	0	complete measured GPR alternative
r0023	1727_AT1 or 51706_AT1 or 51700_AT1	True	0	complete measured GPR alternative
NOS2	4843_AT1 or 4842_AT1 or 4846_AT1	True	0	complete measured GPR alternative
r0027	10587_AT1 or 7296_AT1	True	0	complete measured GPR alternative
NDP1	953_AT1 or 956_AT1 or 377841_AT1	True	0	complete measured GPR alternative
ACOAHim	134526_AT1	False	59	no complete measured alternative in every retained context
r0074	8659_AT1	True	0	complete measured GPR alternative
r0083	(3421_AT1 and 3420_AT1 and 3419_AT1) or 3417_AT1 or 3418_AT1	True	0	complete measured GPR alternative
r0086	56954_AT1	True	0	complete measured GPR alternative
r0113	10020_AT1	True	0	complete measured GPR alternative
NTPP2	3704_AT1	True	0	complete measured GPR alternative
GTHRDH_syn	(2687_AT1 or 2678_AT1 or 92086_AT1 or 728441_AT1 or 102724197_AT1 or 2686_AT1 or 124975_AT1) or ((2687_AT1 or 2678_AT1 or 92086_AT1 or 728441_AT1 or 102724197_AT1 or 2686_AT1 or 124975_AT1) and 91227_AT1)	True	0	complete measured GPR alternative
GGTAe2	(2687_AT1 or 2678_AT1 or 92086_AT1 or 728441_AT1 or 102724197_AT1 or 2686_AT1 or 124975_AT1) or ((2687_AT1 or 2678_AT1 or 92086_AT1 or 728441_AT1 or 102724197_AT1 or 2686_AT1 or 124975_AT1) and 91227_AT1)	True	0	complete measured GPR alternative
r0139	953_AT1 or 956_AT1 or 377841_AT1	True	0	complete measured GPR alternative
r0142	6821_AT1	True	0	complete measured GPR alternative
r0149	953_AT1 or 956_AT1 or 377841_AT1	True	0	complete measured GPR alternative
SPTc	189_AT1	True	0	complete measured GPR alternative
PYK2	5313_AT1	True	0	complete measured GPR alternative
r0166	3704_AT1	True	0	complete measured GPR alternative
SSALxm	7915_AT1	True	0	complete measured GPR alternative
ITPH2	953_AT1 or 956_AT1 or 377841_AT1	True	0	complete measured GPR alternative
r0202	2819_AT1	True	0	complete measured GPR alternative
MAN1PT	29926_AT1 or 29925_AT1	True	0	complete measured GPR alternative
DHFR2i	1719_AT1	True	0	complete measured GPR alternative
r0242	249_AT1	True	0	complete measured GPR alternative
r0246	231_AT1 or 10327_AT1	True	0	complete measured GPR alternative
r0249	22934_AT1	True	0	complete measured GPR alternative
GMPR	51292_AT1 or 2766_AT1	True	0	complete measured GPR alternative
r0287	(10449_AT1 and 3032_AT1) or (3032_AT1 and 30_AT1)	True	0	complete measured GPR alternative
GMPS	8833_AT1	True	0	complete measured GPR alternative
ACOAR7m	55825_AT1 or 51102_AT1	True	0	complete measured GPR alternative
r0310	37_AT1 or 8310_AT1 or 33_AT1 or 34_AT1 or 51_AT1	True	0	complete measured GPR alternative
r0311	2182_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
r0319	79611_AT1 or 55902_AT1 or 84532_AT1	True	0	complete measured GPR alternative
r0354	2645_AT1 or 3098_AT1 or 3099_AT1 or 3101_AT1	True	0	complete measured GPR alternative
r0355	2645_AT1 or 3098_AT1 or 3099_AT1 or 3101_AT1	True	0	complete measured GPR alternative
r0358	3098_AT1 or 3099_AT1 or 3101_AT1	True	0	complete measured GPR alternative
r0361	3098_AT1 or 3099_AT1 or 3101_AT1	True	0	complete measured GPR alternative
r0383	(5160_AT1 and 5162_AT1) or 5161_AT1	True	0	complete measured GPR alternative
PYDXNO	55163_AT1	True	0	complete measured GPR alternative
r0390_1	6476_AT1	True	0	complete measured GPR alternative
HXAND	7498_AT1	True	0	complete measured GPR alternative
PHETHPTOX	5053_AT1	False	59	no complete measured alternative in every retained context
r0402	6697_AT1	True	0	complete measured GPR alternative
r0403	7166_AT1 or 121278_AT1	True	0	complete measured GPR alternative
r0407	230_AT1 or 229_AT1 or 226_AT1	True	0	complete measured GPR alternative
r0408	5211_AT1	True	0	complete measured GPR alternative
r0409	5211_AT1	True	0	complete measured GPR alternative
r0410	3704_AT1	True	0	complete measured GPR alternative
r0425	(3421_AT1 and 3420_AT1 and 3419_AT1) or 3417_AT1 or 3418_AT1	True	0	complete measured GPR alternative
r0433_1	1374_AT1 and 1376_AT1	True	0	complete measured GPR alternative
r0434	1374_AT1 and 1376_AT1	True	0	complete measured GPR alternative
r0437	1374_AT1 and 1376_AT1	True	0	complete measured GPR alternative
r0438	1374_AT1 and 1376_AT1	True	0	complete measured GPR alternative
r0441	1374_AT1 and 1376_AT1	True	0	complete measured GPR alternative
r0451	4967_AT1	True	0	complete measured GPR alternative
r0463	3157_AT1	True	0	complete measured GPR alternative
r0465_1	57571_AT1	False	59	no complete measured alternative in every retained context
RNTR1	50484_AT1 and 6240_AT1 and 6241_AT1	False	59	no complete measured alternative in every retained context
RNTR2	50484_AT1 and 6240_AT1 and 6241_AT1	False	59	no complete measured alternative in every retained context
r0483	18_AT1	True	0	complete measured GPR alternative
HMGCOAR	3156_AT1	True	0	complete measured GPR alternative
r0494	953_AT1 or 956_AT1 or 377841_AT1	True	0	complete measured GPR alternative
r0497	953_AT1 or 956_AT1 or 377841_AT1	True	0	complete measured GPR alternative
r0511	6319_AT1 or 79966_AT1	True	0	complete measured GPR alternative
r0514	1719_AT1	True	0	complete measured GPR alternative
THFATm	275_AT1	True	0	complete measured GPR alternative
SPHPL	8879_AT1	True	0	complete measured GPR alternative
r0546	221_AT1 or 218_AT1 or 222_AT1 or 220_AT1	True	0	complete measured GPR alternative
BETALDHx	501_AT1	True	0	complete measured GPR alternative
r0557	1743_AT1	True	0	complete measured GPR alternative
r0568	79017_AT1	True	0	complete measured GPR alternative
r0573	10998_AT1	True	0	complete measured GPR alternative
r0579	79646_AT1 or 80025_AT1 or 53354_AT1 or 55229_AT1	True	0	complete measured GPR alternative
DNADDP	(5169_AT1 and 83594_AT1) or (5167_AT1 and 83594_AT1)	False	59	no complete measured alternative in every retained context
DPCOAPP	5169_AT1 or 5167_AT1	True	0	complete measured GPR alternative
AASAD3	501_AT1	True	0	complete measured GPR alternative
r0610	5211_AT1	True	0	complete measured GPR alternative
HPROx	29920_AT1 or 5831_AT1	True	0	complete measured GPR alternative
HPROxm	29920_AT1 or 5831_AT1	True	0	complete measured GPR alternative
HPROb	29920_AT1 or 5831_AT1	True	0	complete measured GPR alternative
r0627	2717_AT1	True	0	complete measured GPR alternative
r0629	570_AT1	True	0	complete measured GPR alternative
r0630	570_AT1	True	0	complete measured GPR alternative
r0633	55825_AT1 or 51102_AT1	True	0	complete measured GPR alternative
r0637	54677_AT1	True	0	complete measured GPR alternative
r0642	224_AT1 or 217_AT1 or 219_AT1 or 223_AT1 or 501_AT1	True	0	complete measured GPR alternative
r0648	(2687_AT1 or 2678_AT1 or 92086_AT1 or 728441_AT1 or 102724197_AT1 or 2686_AT1 or 124975_AT1) or ((2687_AT1 or 2678_AT1 or 92086_AT1 or 728441_AT1 or 102724197_AT1 or 2686_AT1 or 124975_AT1) and 91227_AT1)	True	0	complete measured GPR alternative
r0650	10998_AT1 or 11001_AT1	True	0	complete measured GPR alternative
ACACT7m	(10449_AT1 and 3032_AT1) or (3032_AT1 and 30_AT1)	True	0	complete measured GPR alternative
r0656	1629_AT1	True	0	complete measured GPR alternative
ECOAH5p	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
PRAIS	2618_AT1	True	0	complete measured GPR alternative
r0669	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
r0670	593_AT1 and 594_AT1 and 641649_AT1	False	59	no complete measured alternative in every retained context
r0672	80270_AT1	False	59	no complete measured alternative in every retained context
r0688	224_AT1 or 217_AT1 or 219_AT1 or 223_AT1 or 501_AT1	True	0	complete measured GPR alternative
r0698	(10449_AT1 and 3032_AT1) or (3032_AT1 and 30_AT1)	True	0	complete measured GPR alternative
r0706	28976_AT1	False	59	no complete measured alternative in every retained context
r0716_1	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
r0717	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
HACD6m	3030_AT1 and 1962_AT1 and 3033_AT1	True	0	complete measured GPR alternative
r0721	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
HACD5p	3030_AT1 and 1962_AT1 and 3033_AT1	True	0	complete measured GPR alternative
ACACT5m	(10449_AT1 and 3032_AT1) or (3032_AT1 and 30_AT1)	True	0	complete measured GPR alternative
ECOAH4p	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
r0730	3030_AT1 and 1962_AT1 and 3033_AT1	True	0	complete measured GPR alternative
r0731	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
r0734	3030_AT1 and 1962_AT1 and 1892_AT1	True	0	complete measured GPR alternative
r0737	2720_AT1	False	59	no complete measured alternative in every retained context
r0743	3295_AT1	True	0	complete measured GPR alternative
r0744	3295_AT1	True	0	complete measured GPR alternative
r0750	1109_AT1	True	0	complete measured GPR alternative
r0755	221_AT1 or 218_AT1 or 222_AT1 or 220_AT1	True	0	complete measured GPR alternative
r0756	221_AT1 or 218_AT1 or 222_AT1 or 220_AT1	True	0	complete measured GPR alternative
r0774	7389_AT1	True	0	complete measured GPR alternative
LNS14DMr	1595_AT1	False	59	no complete measured alternative in every retained context
r0782	7264_AT1	True	0	complete measured GPR alternative
r0786	8879_AT1	True	0	complete measured GPR alternative
SBPP1	8611_AT1 or 81537_AT1 or 8612_AT1 or 8613_AT1 or 130367_AT1	True	0	complete measured GPR alternative
r0797	570_AT1	True	0	complete measured GPR alternative
r0801	293_AT1	True	0	complete measured GPR alternative
r0812	10478_AT1	True	0	complete measured GPR alternative
r0819	1468_AT1	True	0	complete measured GPR alternative
r0822	1468_AT1	True	0	complete measured GPR alternative
r0829	1468_AT1	True	0	complete measured GPR alternative
r0830	1468_AT1	True	0	complete measured GPR alternative
r0836	1468_AT1	True	0	complete measured GPR alternative
r0845	23443_AT1	True	0	complete measured GPR alternative
r0885	1468_AT1	True	0	complete measured GPR alternative
MALICITtm	6576_AT1	True	0	complete measured GPR alternative
r0915	6576_AT1	True	0	complete measured GPR alternative
r0924	64240_AT1 and 64241_AT1	False	59	no complete measured alternative in every retained context
r0942	6535_AT1	True	0	complete measured GPR alternative
r0954	6566_AT1	True	0	complete measured GPR alternative
r0960	1356_AT1	True	0	complete measured GPR alternative
r0983	10998_AT1	True	0	complete measured GPR alternative
r0984	10998_AT1	True	0	complete measured GPR alternative
r0997	54677_AT1	True	0	complete measured GPR alternative
r1028	8647_AT1	True	0	complete measured GPR alternative
